iter	Logloss
319	0.01356839178
320	0.01345951734
321	0.01345483085
322	0.01345015295
323	0.01344527696
324	0.0132771175
325	0.01313421832
326	0.0130380154
327	0.01299633646
328	0.01298427207
329	0.01297961715
330	0.01297944795
331	0.01297485303
332	0.01297062916
333	0.01296607758
334	0.01295436148
335	0.01295019725
336	0.01281483566
337	0.01281182616
338	0.0128072634
339	0.01280304975
340	0.012713006
341	0.01270823483
342	0.01270399461
343	0.01260823416
344	0.01260408762
345	0.01260416125
346	0.01260029962
347	0.0125105759
348	0.01242424759
349	0.0124242448
350	0.01242046287
351	0.01241038725
352	0.01228270965
353	0.01216026387
354	0.01208593214
355	0.01208345353
356	0.01207983928
357	0.0120761961
358	0.01198201799
359	0.01195624609
360	0.01186455583
361	0.01186114574
362	0.01171867028
363	0.01161839204
364	0.0115983531
365	0.01158916124
366	0.01158582889
367	0.01150337266
368	0.01142575784
369	0.01142233608
370	0.01141402969
371	0.01141093676
372	0.01140807321
373	0.01139970476
374	0.0113967209
375	0.01137975897
376	0.01131031347
377	0.01129319375
378	0.0112441788
379	0.01117268149
380	0.01116409219
381	0.01115616986
382	0.01115335471
383	0.0110541937
384	0.01102352421
385	0.01102074681
386	0.01091437199
387	0.01083535223
388	0.01075947641
389	0.01075690807
390	0.01075431833
391	0.01075172859
392	0.01063196036
393	0.01055536825
394	0.01045736616
395	0.01038637398
396	0.01037870744
397	0.0103762286
398	0.01033911791
399	0.01033656732

473797158
394	0.006469324537
395	0.006465056775
396	0.006436208126
397	0.006432668904
398	0.006398193298
399	0.006386958958
967448
397	0.005254420717
398	0.005253600934
399	0.005239171017
