iter	Logloss
0	0.6160959288
1	0.5557193023
2	0.4995430182
3	0.4509984811
4	0.4081131773
5	0.3670491019
6	0.3275523345
7	0.2988230591
8	0.2695813552
9	0.2470860156
10	0.2275852485
11	0.2154849953
12	0.2020336237
13	0.1874772416
14	0.1736332932
15	0.1625695992
16	0.1508767629
17	0.1425337659
18	0.1332628046
19	0.1250364062
20	0.11972427
21	0.1139562473
22	0.1077415546
23	0.1019906506
24	0.09733967517
25	0.09273884104
26	0.0891359114
27	0.08579835861
28	0.08332481417
29	0.07975215071
30	0.07770306103
31	0.07463736758
32	0.07190639161
33	0.06862851831
34	0.06696522338
35	0.06513909873
36	0.06258917809
37	0.06125105018
38	0.05984999104
39	0.05754220734
40	0.05538024539
41	0.05354070734
42	0.05172074275
43	0.05021341974
44	0.04884943597
45	0.04765738084
46	0.04648099992
47	0.04538089187
48	0.04383185912
49	0.04251331963
50	0.04140070788
51	0.04032252725
52	0.0393291306
53	0.03848967927
54	0.03792161771
55	0.03698639122
56	0.03599958624
57	0.03505379673
58	0.0343858498
59	0.03376956994
60	0.0330486869
61	0.03222856107
62	0.0314821179
63	0.0307813018
64	0.0304210004
65	0.02979950752
66	0.02942800357
67	0.02888515333
68	0.02819375896
69	0.0277902071
70	0.02725679295
71	0.0268746379
72	0.02627187253
73	0.02582325095
74	0.02530491878
75	0.02494889472
76	0.02450074665
77	0.02385150068
78	0.02344190408
79	0.02299353911
80	0.02263823453
81	0.02231718947
82	0.02174435722
83	0.02142616338
84	0.02101934857
85	0.02063563662
86	0.02036660776
87	0.02016329883
88	0.01976681138
89	0.01949063564
90	0.01915078772
91	0.01883750957
92	0.01846778653
93	0.01817548376
94	0.01788402128
95	0.0176327922
96	0.01745321499
97	0.01724046427
98	0.01689519237
99	0.01659823225
100	0.01629809097
101	0.01604192019
102	0.01575582989
103	0.01557179574
104	0.01530820735
105	0.01506918124
106	0.01484913217
107	0.0146510677
108	0.01445528407
109	0.01429896194
110	0.01410623481
111	0.01399515649
112	0.01375106772
113	0.01368160868
114	0.01345972019
115	0.0132531526
116	0.01306798478
117	0.01281692997
118	0.01263574754
119	0.01242367232
120	0.01222308364
121	0.01213095372
122	0.01195067429
123	0.01191475292
124	0.01181540952
125	0.01172388835
126	0.01153837172
127	0.01144847237
128	0.01126757012
129	0.01112187112
130	0.01091737083
131	0.0108589534
132	0.01070885394
133	0.01055753297
134	0.01046054553
135	0.0104535145
136	0.01034733948
137	0.01033678926
138	0.01025772887
139	0.01025769417
140	0.01020362004
141	0.01006573431
142	0.009937082364
143	0.009821263478
144	0.009821283626
145	0.009817251236
146	0.009728226026
147	0.009708811833
148	0.009702507434
149	0.009676640632
150	0.009522147629
151	0.00951003958
152	0.009497810745
153	0.009468043228
154	0.009463223754
155	0.009457683195
156	0.009451970447
157	0.009443076999
158	0.009435965812
159	0.009287026767
160	0.009172908214
161	0.00916673781
162	0.009162096699
163	0.009157852176
164	0.009141370921
165	0.00899059089
166	0.008985955847
167	0.008932299288
168	0.00883690456
169	0.008676582814
170	0.008599883668
171	0.008593412029
172	0.008511180335
173	0.008504098614
174	0.008386972218
175	0.008386972218
176	0.008383050841
177	0.0082418049
178	0.008107379269
179	0.008101357756
180	0.008094854909
181	0.008089915666
182	0.008085049181
183	0.008085045823
184	0.008085040226
185	0.008082999117
186	0.008077259162
187	0.007996367113
188	0.007894581047
189	0.007815626089
190	0.007809924751
191	0.007809918035
192	0.007746428307
193	0.007697105907
194	0.007695075749
195	0.007695011387
196	0.007688147059
197	0.007682772548
198	0.007682728334
199	0.007679723693
200	0.007675317427
201	0.007672678248
202	0.007668453142
203	0.007544693898
204	0.007512145395
205	0.007406638345
206	0.007386712597
207	0.007296859445
208	0.007293118624
209	0.007236992034
210	0.00715216035
211	0.007099877434
212	0.007097208981
213	0.00704748407
214	0.006960560605
215	0.006878804905
216	0.006820332058
217	0.006742989254
218	0.006662222247
219	0.006596924893
220	0.006567195456
221	0.006499545173
222	0.006428755649
223	0.006369458671
224	0.006307944633
225	0.0063048312
226	0.006302773688
227	0.006287377633
228	0.006243842823
229	0.006242718379
230	0.006239699142
231	0.006237735311
232	0.006234232908
233	0.006231267399
234	0.006208308207
235	0.006205543059
236	0.006205505001
237	0.006202680916
238	0.006138385929
239	0.006074588769
240	0.006072660541
241	0.006070687152
242	0.00607065637
243	0.006069676003
244	0.006067790698
245	0.005999790471
246	0.005963919455
247	0.005929779638
248	0.005862576469
249	0.005809895951
250	0.005807985346
251	0.005806069042
252	0.00580411748
253	0.005804040805
254	0.005802119681
255	0.005800245913
256	0.005776948117
257	0.005763626536
258	0.005750502962
259	0.005698498097
260	0.005691013269
261	0.005667623128
262	0.005665851778
263	0.005614911675
264	0.005586627859
265	0.005559307238
266	0.0054889041
267	0.005441779857
268	0.005396570068
269	0.005394839014
270	0.005372288545
271	0.005372260002
272	0.005370652852
273	0.005369115227
274	0.005313859486
275	0.005312241657
276	0.005310787811
277	0.005310642857
278	0.005310618232
279	0.0053089456
280	0.005307787475
281	0.005306100636
282	0.005304396619
283	0.005303202459
284	0.005303087555
285	0.005303088675
286	0.005303048938
287	0.005301450914
288	0.005299733121
289	0.005250981405
290	0.005249684654
291	0.005248149141
292	0.005237117652
293	0.005237067282
294	0.005193452827
295	0.005193420926
296	0.005193344983
297	0.005191549568
298	0.005163282932
299	0.00516325271
